"Cestna vozila konec leta (31.12.) po: VRSTA VOZILA, STATISTIÈNA REGIJA"
", LETO"

" ";" ";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"Vozila - SKUPAJ"
" ";"Pomurska";68571;71863;72297;74159;77189;78778;79242;82039;83382;84221;85184;85607;85699;86594;87454;88854;92133
" ";"Podravska";158559;169014;170962;175795;184184;189173;197138;205971;208982;209697;211153;211896;212531;215052;219199;223616;231496
" ";"Koroška";34586;36185;36575;37454;39235;40521;42365;44388;45182;45578;46302;46679;47013;47538;47975;49055;50597
" ";"Savinjska";125031;131999;133790;137662;146999;151442;160375;168453;171501;173680;175928;177248;177778;179887;178097;183137;191873
" ";"Zasavska";19836;20689;20762;21149;21942;22376;23494;24546;25006;24912;24790;24759;24584;24753;35073;35774;36885
" ";"Posavska";35871;38195;38934;40268;42918;44075;46117;48537;50046;50457;51047;51504;52030;52670;57429;58873;60826
" ";"Jugovzhodna Slovenija";74074;78245;79404;81823;85842;87848;91668;96418;98229;99416;100895;102195;102926;104517;106227;108854;113003
" ";"Osrednjeslovenska";270123;283821;286153;292840;304982;313243;327251;341058;346548;347292;348404;350481;350194;353632;353614;361174;374384
" ";"Gorenjska";101264;105897;107531;110375;114592;117068;122382;127382;129768;130918;132110;132525;132914;134401;136515;139423;143555
" ";"Primorsko-notranjska";29426;31266;31335;32212;33732;34381;35665;37148;38127;38635;39370;39942;40170;40767;41524;42577;43896
" ";"Goriška";74845;78166;78338;79726;81669;83498;85277;88211;89496;89957;90376;89813;89712;90564;91269;93232;96723
" ";"Obalno-kraška";62533;66578;66867;68295;70958;72894;75929;79101;80294;80793;81331;80996;81140;81941;83155;84932;89211

"Vir: Ministrstvo za infrastrukturo, SURS "
" "
"PRELOMI V ÈASOVNI VRSTI PODATKOV IN IZSTOPAJOÈE VREDNOSTI "
" "
"Za naslednje kategorije so podatki prikazovani in vkljuèeni v "
"agregate: "
"- motorji od leta 1992, "
"- traktorji od leta 1994, "
"- motorna kolesa od marca 2002. "
" "
"Pomembnejši prelomi in izstopajoèe vrednosti "
"- Uvedba davka na dodano vrednost v letu 1999. "
"- Obvezna registracija koles z motorjem od aprila 2002. "
"- Registriranje starih neprijavljenih traktorjev v letu 2005. "
"- Prelom v seriji pri tovornih prikolicah zaradi spremenjene "
"kategorizacije vozil v letu 2006. "
"- Prelom v seriji pri traktorjih, traktorskih prikolicah in bivalnih "
"prikolicah konec leta 2007 zaradi izloèitve neaktivnih vozil. "
"- Prelom v seriji pri motorjih konec leta 2007 zaradi neodjavljanja "
"motorjev èez zimo. "
" "
"Veè o prelomih v serijah v metodoloških pojasnilih. "

"Povezane vsebine: "
"- (seznam "
"HREF=http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatotek-"
"e=8193 target=_blank) Metodološka pojasnila "
" "

"Podatki so teritorialno razvršèeni po uredbi o Standardni "
"klasifikaciji teritorialnih enot ((seznam "
"HREF=../database/Meta/Klas/SKTE.htm TARGET=_blank) opis in "
"pojasnila), raven SKTE 3. "
"Opombe o spremembah posameznih regij so zapisane k vsaki spremenjeni "
"regiji in so ob izpisu tabele na zaslon dostopne s klikom na ikono za "
"opombe (zvezdica). V opombah je na zaèetku naveden datum, s katerim "
"je opisana teritorialna sprememba upoštevana pri teritorialnem "
"razvršèanju enot za statistiène namene. "
" "

